MES,LATITUD,LONGITUD,CANTIDAD
2011-04,4.426884849,-75.819273353,30
2011-04,4.521890945,-75.818065942,155
2011-04,4.30397934,-75.683304171,7
2011-04,4.610273497,-75.792050869,72
2011-04,4.611314654,-75.530921122,2
2011-04,5.139635357,-75.953538705,1
2011-04,4.918349676,-75.942753858,3
2011-04,5.200398696,-75.867938933,20
2011-04,4.842021144,-75.669936549,42
2011-04,5.320295966,-75.804366589,3
2011-04,4.988127679,-76.008226782,10
2011-04,4.904704187,-75.852081623,50
2011-04,4.942936185,-75.753213896,7
2011-04,5.414078141,-75.961353866,1
2011-04,4.803662773,-75.795790934,88
2011-04,5.323906864,-75.713396832,4
2011-04,4.833789828,-75.549501744,35
2011-04,5.076100313,-76.02286946,4
2011-04,6.716766585,-73.01162697,1
2011-04,5.955617327,-73.623452292,2
2011-04,7.054074558,-73.782116461,34
2011-04,7.033255886,-73.378723879,1
2011-04,7.155833544,-73.111569971,205
2011-04,6.40972961,-74.170304269,18
2011-04,6.608966483,-73.05897888,5
2011-04,7.079704598,-73.067992503,60
2011-04,6.976734127,-73.205267004,30
2011-04,6.559878299,-73.361788405,1
2011-04,6.492532315,-72.958347724,1
2011-04,6.97082104,-73.014811964,21
2011-04,7.398198257,-73.835469604,1
2011-04,6.550778765,-73.118879111,2
2011-04,6.894292346,-73.539003336,2
2011-04,6.462088241,-73.244360009,1
2011-04,9.160624283,-75.238581777,12
2011-04,9.394449802,-75.6574915,3
2011-04,9.549655271,-75.188559161,3
2011-04,9.256299047,-75.093970889,1
2011-04,9.396835638,-75.037418148,3
2011-04,9.533810567,-75.535434694,3
2011-04,9.316673928,-75.431749665,12
2011-04,4.582625784,-74.986306856,1
2011-04,4.406971283,-75.497459183,5
2011-04,3.743693084,-75.589866342,1
2011-04,4.315603867,-74.914702557,1
2011-04,4.166476969,-74.893529408,8
2011-04,4.242813257,-74.837086379,2
2011-04,5.186694812,-75.052289947,7
2011-04,5.068553783,-75.243229587,1
2011-04,5.179416561,-74.783030938,2
2011-04,4.451921427,-75.252590995,90
2011-04,4.866034592,-74.923371784,2
2011-04,4.877936755,-75.047630757,6
2011-04,4.193215498,-74.605174974,4
2011-04,3.09897343,-75.81684413,1
2011-04,3.729166649,-74.872477056,1
2011-04,3.854281614,-74.874511547,1
2011-04,5.235322593,-74.906680891,1
2011-04,3.854384097,-74.618966231,1
2011-04,4.6788971,-75.782979317,1
2011-04,4.153314228,-76.160633411,2
2011-04,4.795927292,-76.029630488,3
2011-04,4.393118861,-76.349820385,2
2011-04,3.493340766,-77.118728315,26
2011-04,4.308997973,-75.836725668,20
2011-04,3.923271619,-76.642604838,6
2011-04,3.382091564,-76.383176631,5
2011-04,4.70684716,-75.917908459,8
2011-04,3.649822218,-76.720393465,4
2011-04,3.656072873,-76.308417837,13
2011-04,4.917562873,-76.066010008,3
2011-04,3.304104295,-76.164773067,9
2011-04,3.74410441,-76.19082004,2
2011-04,3.759414991,-76.345182773,3
2011-04,3.819854318,-75.983124185,3
2011-04,3.213892389,-76.627604178,14
2011-04,4.537937391,-76.103289827,13
2011-04,4.483511142,-75.966773027,3
2011-04,4.597588666,-75.949199698,2
2011-04,3.558392876,-76.227799721,39
2011-04,3.42063665,-76.178418412,1
2011-04,3.806494973,-76.534898533,1
2011-04,4.109500298,-76.371054433,1
2011-04,4.443571848,-76.168242493,6
2011-04,3.98143244,-76.208361678,2
2011-04,3.399043723,-76.576492589,226
2011-04,4.193411919,-75.888181633,30
2011-04,4.02840797,-76.032503793,23
2011-04,3.74365889,-76.470647175,3
2011-04,3.904130354,-76.390804349,4
2011-04,3.595913669,-76.5109879,9
2011-04,4.35359875,-76.050653363,3
2011-04,1.06148231,-70.46688401,4
2011-04,5.836529669,-68.141222336,3
2011-05,-3.530058784,-70.04513691,6
2011-05,-3.631323222,-70.471990393,3
2011-05,5.803728154,-75.438473525,1
2011-05,6.032921994,-75.708003098,22
2011-05,6.977788843,-74.981239298,2
2011-05,5.604993248,-75.941283908,15
2011-05,7.193110778,-75.108489539,4
2011-05,7.86047815,-76.582362643,7
2011-05,5.708114524,-75.094697954,2
2011-05,6.443417935,-75.329240854,8
2011-05,6.358841086,-75.589735878,85
2011-05,6.185783612,-75.956492463,3
2011-05,6.80906489,-75.912065947,2
2011-05,6.054446841,-75.626426743,15
2011-05,6.33797388,-74.733548173,3
2011-05,7.757967437,-76.643746573,9
2011-05,6.754821442,-75.305906539,2
2011-05,7.867941792,-75.035018239,5
2011-05,6.814950023,-76.02689632,1
2011-05,7.631665644,-76.639642127,6
2011-05,6.550065431,-75.08254116,3
2011-05,5.840995666,-76.010652526,28
2011-05,6.376106187,-75.217859014,2
2011-05,6.057468678,-75.900146783,9
2011-05,6.351882893,-75.50075633,20
2011-05,7.665155105,-75.223697441,1
2011-05,6.992243782,-76.314263284,6
2011-05,6.492403905,-75.422276872,4
2011-05,7.704633351,-74.664277263,2
2011-05,5.978078841,-75.263536102,4
2011-05,6.124209495,-75.252122776,1
2011-05,6.154394922,-75.546867788,22
2011-05,5.887702934,-75.679262419,5
2011-05,6.379745895,-75.447957442,4
2011-05,6.123380721,-75.127636463,1
2011-05,6.861576325,-75.225913027,1
2011-05,6.266625703,-75.437308008,9
2011-05,6.236329826,-75.156512723,3
2011-05,6.709562839,-75.192702912,3
2011-05,6.179279438,-75.614203699,27
2011-05,7.341549718,-75.678422773,2
2011-05,5.574444339,-75.818425748,4
2011-05,5.769820536,-75.764882556,3
2011-05,5.992524843,-75.430869347,19
2011-05,6.137595883,-75.648954991,10
2011-05,5.746583958,-75.60220206,1
2011-05,5.940434685,-75.354290227,2
2011-05,6.534573585,-74.714108541,1
2011-05,6.18520515,-75.304879329,12
2011-05,6.257590259,-75.611031065,701
2011-05,7.329557848,-76.463065695,2
2011-05,5.581275312,-75.194570185,2
2011-05,6.232396368,-75.223509055,1
2011-05,5.80970186,-75.860766666,1
2011-05,6.481922267,-74.528742101,21
2011-05,6.126539139,-74.703177217,1
2011-05,6.053444254,-75.515738045,1
2011-05,6.150785807,-75.410760524,33
2011-05,6.901000506,-75.792227535,1
2011-05,6.138305183,-75.608805993,14
2011-05,5.970502334,-75.981372511,7
2011-05,6.918427233,-75.6657758,1
2011-05,6.823258913,-75.677708262,1
2011-05,8.37915695,-76.316642334,1
2011-05,6.31074453,-74.998586516,1
2011-05,6.466165211,-74.945073196,1
2011-05,5.878984956,-75.583303711,8
2011-05,6.535711576,-75.904266579,5
2011-05,6.675827825,-75.438143332,6
2011-05,7.26692339,-74.621639263,20
2011-05,5.826388779,-74.836376225,4
2011-05,6.520164552,-75.745809033,4
2011-05,7.488875998,-75.401894377,5
2011-05,6.058349971,-75.799660047,3
2011-05,8.173851745,-76.574037701,28
2011-05,5.673758571,-75.709799743,5
2011-05,6.33534134,-76.259064819,8
2011-05,7.265404213,-75.400945015,7
2011-05,5.651937802,-75.630834123,1
2011-05,6.836535122,-74.754030203,5
2011-05,5.956576355,-75.777224226,3
2011-05,6.9881309,-75.454399574,2
2011-05,6.64442786,-75.029902658,4
2011-05,7.474004006,-74.858483258,1
2011-05,6.796280825,-70.509211529,19
2011-05,6.906941714,-71.850707567,1
2011-05,6.390650479,-71.791786468,1
2011-05,10.793293019,-74.922194906,7
2011-05,10.98152051,-74.827715439,187
2011-05,10.38405079,-74.884660393,1
2011-05,10.897719907,-74.887087876,5
2011-05,10.823065032,-75.078419039,2
2011-05,10.848288642,-74.806175549,8
2011-05,10.694812078,-74.770150903,2
2011-05,10.594651021,-74.798473158,1
2011-05,11.004422597,-74.907405804,1
2011-05,10.798940151,-74.768796603,4
2011-05,10.622507773,-74.955105416,22
2011-05,10.35364192,-74.965411787,1
2011-05,10.755626561,-74.78726468,6
2011-05,10.906906595,-74.778424903,37
2011-05,10.164221225,-75.371217884,11
2011-05,10.155170977,-74.999959492,2
2011-05,10.463433617,-75.45889915,140
2011-05,10.556636955,-75.314466528,1
2011-05,9.699819876,-75.157935726,26
2011-05,9.053135895,-74.705393181,12
2011-05,9.976017168,-75.343802649,3
2011-05,9.967957823,-75.065719587,7
2011-05,7.507922612,-74.103569774,1
2011-05,9.142512064,-74.545199057,1
2011-05,10.469207257,-75.361160527,2
2011-05,7.772519173,-74.262728426,2
2011-05,9.269516705,-74.586952326,1
2011-05,10.353107564,-75.379715411,4
2011-05,9.745147021,-74.880670367,3
2011-05,5.622488024,-73.804245312,2
2011-05,5.890602515,-73.067094843,10
2011-05,5.539429272,-74.111771391,1
2011-05,5.778759851,-72.932683237,1
2011-05,5.953466654,-74.452858102,4
2011-05,5.319934092,-73.310778996,1
2011-05,5.646672053,-72.870956503,17
2011-05,5.518472615,-73.378018556,74
2011-05,5.665762424,-73.514948003,1
2011-05,5.616204006,-75.455447104,4
2011-05,5.20029922,-75.752890779,12
2011-05,5.265539969,-75.473926194,2
2011-05,4.99467728,-75.812259892,1
2011-05,4.974340569,-75.659546861,29
2011-05,5.285743777,-75.589787839,1
2011-05,5.410515691,-74.72114262,33
2011-05,5.08343301,-75.50727881,124
2011-05,5.23295391,-75.152634472,2
2011-05,5.492632029,-75.60209955,3
2011-05,5.183358589,-75.506929774,4
2011-05,5.050342543,-75.661762659,22
2011-05,5.407187836,-75.166839962,1
2011-05,5.500035035,-75.482450565,1
2011-05,5.442275418,-75.75220499,5
2011-05,5.097563816,-75.733351662,9
2011-05,5.370332425,-75.409621766,3
2011-05,4.940211591,-75.435440137,5
2011-05,5.047822054,-75.879297,2
2011-05,1.22786549,-75.882326508,2
2011-05,0.647693081,-74.272354991,9
2011-05,1.115379292,-75.973284517,1
2011-05,1.713734697,-75.268781092,1
2011-05,1.749138704,-75.558239064,29
2011-05,1.146692554,-75.386647638,4
2011-05,2.018940891,-75.073086267,1
2011-05,1.308465061,-74.197469706,2
2011-05,0.096131862,-72.320364019,1
2011-05,4.841308642,-72.847343398,3
2011-05,4.528307719,-72.82314281,2
2011-05,5.242744761,-72.25802857,21
2011-05,2.329337283,-77.26314906,3
2011-05,2.084732945,-77.208813302,1
2011-05,3.062875557,-76.321279771,3
2011-05,3.136753606,-76.209645692,2
2011-05,2.534488312,-77.005112065,2
2011-05,2.499058783,-76.137625312,3
2011-05,1.793825164,-77.180603812,3
2011-05,3.228235212,-76.216708274,6
2011-05,2.773663981,-76.746051522,2
2011-05,3.194730618,-76.336241803,1
2011-05,2.157983906,-77.046576199,6
2011-05,2.702420026,-76.537704551,5
2011-05,2.471704362,-76.591944191,33
2011-05,3.266724205,-76.41846353,15
2011-05,2.260421954,-76.74582033,1
2011-05,1.52002179,-76.538762806,1
2011-05,2.984467338,-76.498731453,14
2011-05,2.369625312,-76.710519323,1
2011-05,3.180627317,-76.464455581,7
2011-05,8.248735219,-73.6227405,4
2011-05,9.949215908,-73.223582441,1
2011-05,9.426648354,-73.547978944,1
2011-05,9.238771332,-73.488108612,2
2011-05,8.337726622,-73.706491986,1
2011-05,8.938916143,-73.572472125,1
2011-05,7.769815987,-73.472188879,5
2011-05,7.937788454,-73.544363121,1
2011-05,10.218902768,-73.457847638,31
2011-05,5.810938364,-76.191894424,2
2011-05,4.586818665,-77.000907374,1
2011-05,5.7543229,-76.65015147,22
2011-05,5.26610158,-76.331095472,2
2011-05,4.372744676,-74.671110509,1
2011-05,4.891121638,-74.442784317,1
2011-05,4.559962881,-74.525695298,4
2011-05,4.705576252,-74.335407699,1
2011-05,4.930402779,-74.029851152,1
2011-05,4.857823671,-74.038095385,11
2011-05,4.76754674,-74.141558295,3
2011-05,4.556947085,-74.426584776,4
2011-05,4.879723016,-74.238022729,1
2011-05,4.834052334,-74.338022898,10
2011-05,4.743996711,-74.198659923,1
2011-05,4.323534028,-74.388591139,19
2011-05,4.338154518,-74.811439221,45
2011-05,5.387291542,-73.693282341,1
2011-05,4.801276832,-73.846434852,1
2011-05,5.333400646,-74.40807863,1
2011-05,4.75156751,-74.289630496,1
2011-05,4.484437919,-73.405984868,1
2011-05,4.672714223,-74.235731935,3
2011-05,5.619752748,-74.580192303,5
2011-05,4.307363489,-74.729434034,1
2011-05,5.000633875,-73.772065443,3
2011-05,4.465970004,-74.263289627,2
2011-05,4.436967141,-74.37050903,1
2011-05,4.581866267,-74.240296958,42
2011-05,4.888060112,-73.965875277,1
2011-05,4.452072974,-74.648644062,2
2011-05,4.968852913,-73.928870205,1
2011-05,5.011670402,-74.487647455,6
2011-05,5.06631685,-74.049603234,8
2011-05,8.265768688,-75.048684357,2
2011-05,8.895667051,-75.878423912,1
2011-05,9.053287104,-75.373873626,5
2011-05,8.841811894,-75.607798292,1
2011-05,8.052218422,-75.28816022,1
2011-05,7.866432635,-75.875339255,12
2011-05,8.584698016,-75.950550788,61
2011-05,8.181108488,-75.68923803,12
2011-05,8.988667731,-76.194059124,14
2011-05,9.330098329,-75.976238578,2
2011-05,8.987777392,-75.909587708,1
2011-05,7.813896829,-76.16846678,3
2011-05,8.219904128,-76.2213286,1
2011-05,1.613634284,-73.0342639,4
2011-05,2.143447362,-72.243648687,1
2011-05,2.484286091,-71.919169926,17
2011-05,3.243441923,-75.276706552,5
2011-05,2.07922808,-75.768582878,1
2011-05,2.658666675,-75.329438026,2
2011-05,2.172441496,-75.571312425,4
2011-05,1.945591321,-76.182047216,1
2011-05,2.328076586,-76.001172988,9
2011-05,2.993360046,-75.272362322,55
2011-05,2.914491967,-75.440661177,6
2011-05,1.68458076,-76.147855897,1
2011-05,2.259601773,-75.831951604,1
2011-05,1.848217185,-76.05217643,13
2011-05,2.79286115,-75.235368675,2
2011-05,2.926265937,-75.633597855,1
2011-05,2.851852692,-75.759889336,4
2011-05,10.948716767,-72.696968794,3
2011-05,10.925051067,-72.944440273,1
2011-05,11.381577644,-72.295008177,2
2011-05,11.242972141,-72.958763152,2
2011-05,10.583647554,-72.975202862,2
2011-05,10.253564748,-74.103230272,2
2011-05,10.644908765,-73.879722568,1
2011-05,10.857545516,-74.025004934,12
2011-05,9.114930635,-73.981054905,2
2011-05,10.459378178,-73.884065179,2
2011-05,10.433033993,-74.412511966,1
2011-05,9.76945611,-74.601815758,3
2011-05,10.847589014,-74.360579422,3
2011-05,11.121894357,-73.885278551,35
2011-05,10.796346583,-74.177983168,3
2011-05,3.943383008,-73.571351617,2
2011-05,3.441051399,-73.761154704,3
2011-05,3.947775585,-73.959838638,2
2011-05,4.005034467,-71.631574285,2
2011-05,4.014298921,-72.645704992,3
2011-05,3.515860962,-72.656727424,1
2011-05,4.09166877,-73.492915945,84
2011-05,1.245254077,-77.53115777,2
2011-05,1.44563774,-78.156210724,4
2011-05,1.386497844,-77.26969022,2
2011-05,1.72559011,-77.592816372,1
2011-05,1.887689437,-77.483195889,1
2011-05,0.497708465,-77.240476252,15
2011-05,1.619697376,-77.142846218,7
2011-05,1.155947016,-77.846646464,1
2011-05,1.083605497,-77.206100743,50
2011-05,1.735354202,-77.48134359,2
2011-05,1.430555262,-77.691795591,7
2011-05,1.574550638,-78.615409629,10
2011-05,1.542139582,-77.218726925,1
2011-05,1.681576627,-76.975279793,3
2011-05,1.288105409,-77.456700683,4
2011-05,1.045287475,-77.71810954,1
2011-05,1.591661392,-77.325253155,1
2011-05,1.134440523,-77.63073238,2
2011-05,8.081200092,-72.631521176,5
2011-05,7.742291094,-72.526807835,11
2011-05,8.206637527,-73.337650332,10
2011-05,7.379057623,-72.675903475,9
2011-05,7.847872195,-72.609712034,1
2011-05,8.112041811,-72.488626408,297
2011-05,8.215080767,-72.795809609,2
2011-05,8.713507237,-72.79925855,1
2011-05,7.718635863,-72.483611758,13
2011-05,8.019834481,-73.158504846,1
2011-05,1.26070915,-76.665843491,7
2011-05,0.673756323,-76.943139229,1
2011-05,0.433884539,-76.521582034,6
2011-05,0.70416861,-76.498644148,3
2011-05,0.0594719700001,-75.064793271,2
2011-05,1.228746922,-76.913075854,3
2011-05,0.42012589,-76.770670262,9
2011-05,0.911149515,-76.744954473,7
2011-05,4.499501128,-75.724899852,384
2011-05,4.366632382,-75.74403734,4
2011-05,4.467879428,-75.65674719,91
2011-05,4.604845344,-75.666884494,20
2011-05,4.395975176,-75.651323077,6
2011-05,4.669325347,-75.671469407,4
2011-05,4.180107773,-75.760566947,5
2011-05,4.426884849,-75.819273353,39
2011-05,4.521890945,-75.818065942,97
2011-05,4.30397934,-75.683304171,15
2011-05,4.610273497,-75.792050869,59
2011-05,4.611314654,-75.530921122,4
2011-05,5.139635357,-75.953538705,3
2011-05,5.200398696,-75.867938933,23
2011-05,4.842021144,-75.669936549,86
2011-05,5.320295966,-75.804366589,1
2011-05,4.988127679,-76.008226782,4
2011-05,4.904704187,-75.852081623,63
2011-05,4.942936185,-75.753213896,2
2011-05,5.414078141,-75.961353866,1
2011-05,4.803662773,-75.795790934,90
2011-05,5.323906864,-75.713396832,2
2011-05,4.833789828,-75.549501744,21
2011-05,5.076100313,-76.02286946,6
2011-05,5.955617327,-73.623452292,2
2011-05,7.054074558,-73.782116461,72
2011-05,7.155833544,-73.111569971,210
2011-05,6.40972961,-74.170304269,5
2011-05,6.608966483,-73.05897888,1
2011-05,7.079704598,-73.067992503,56
2011-05,6.976734127,-73.205267004,12
2011-05,7.204060063,-73.291380974,2
2011-05,6.97082104,-73.014811964,23
2011-05,7.398198257,-73.835469604,2
2011-05,7.4065422,-73.571318074,2
2011-05,6.550778765,-73.118879111,7
2011-05,6.462088241,-73.244360009,3
2011-05,9.160624283,-75.238581777,12
2011-05,9.394449802,-75.6574915,2
2011-05,9.036231591,-75.145750378,1
2011-05,9.135169096,-74.981347057,1
2011-05,9.392496685,-75.327187442,5
2011-05,9.549655271,-75.188559161,2
2011-05,9.165188649,-75.360274217,3
2011-05,9.292019071,-75.213635785,2
2011-05,9.256299047,-75.093970889,2
2011-05,8.589220102,-75.172499549,3
2011-05,9.814599536,-75.505229192,8
2011-05,9.396835638,-75.037418148,1
2011-05,9.533810567,-75.535434694,8
2011-05,9.316673928,-75.431749665,36
2011-05,4.803365246,-74.80998676,1
2011-05,4.406971283,-75.497459183,2
2011-05,3.743693084,-75.589866342,8
2011-05,4.315603867,-74.914702557,3
2011-05,3.98252395,-74.689369077,1
2011-05,4.166476969,-74.893529408,9
2011-05,4.242813257,-74.837086379,7
2011-05,5.186694812,-75.052289947,1
2011-05,4.076501341,-74.97657287,8
2011-05,5.179416561,-74.783030938,3
2011-05,4.451921427,-75.252590995,100
2011-05,4.877936755,-75.047630757,5
2011-05,4.193215498,-74.605174974,11
2011-05,5.094035737,-75.018450495,1
2011-05,3.09897343,-75.81684413,1
2011-05,4.216730954,-75.347583635,1
2011-05,3.912542787,-75.018597615,1
2011-05,5.235322593,-74.906680891,1
2011-05,4.740827622,-75.200699463,1
2011-05,4.70988172,-74.920898857,4
2011-05,4.6788971,-75.782979317,1
2011-05,4.153314228,-76.160633411,1
2011-05,4.795927292,-76.029630488,5
2011-05,4.393118861,-76.349820385,10
2011-05,3.493340766,-77.118728315,40
2011-05,4.196852991,-76.089610303,1
2011-05,4.308997973,-75.836725668,43
2011-05,3.923271619,-76.642604838,3
2011-05,3.382091564,-76.383176631,5
2011-05,4.70684716,-75.917908459,20
2011-05,3.649822218,-76.720393465,9
2011-05,3.656072873,-76.308417837,10
2011-05,4.539979729,-76.287627013,3
2011-05,4.917562873,-76.066010008,4
2011-05,3.304104295,-76.164773067,7
2011-05,3.74410441,-76.19082004,3
2011-05,3.759414991,-76.345182773,1
2011-05,3.819854318,-75.983124185,7
2011-05,3.213892389,-76.627604178,6
2011-05,3.694303106,-76.589899052,2
2011-05,4.537937391,-76.103289827,19
2011-05,4.597588666,-75.949199698,2
2011-05,3.558392876,-76.227799721,43
2011-05,3.42063665,-76.178418412,1
2011-05,3.806494973,-76.534898533,2
2011-05,4.109500298,-76.371054433,1
2011-05,4.443571848,-76.168242493,15
2011-05,3.399043723,-76.576492589,252
2011-05,4.193411919,-75.888181633,22
2011-05,4.638421279,-76.081061761,2
2011-05,4.233268116,-76.342926988,2
2011-05,4.02840797,-76.032503793,28
2011-05,4.707718947,-75.778359026,1
2011-05,3.595913669,-76.5109879,2
2011-05,4.35359875,-76.050653363,23
2011-05,1.06148231,-70.46688401,1
2011-05,4.262454746,-69.521404835,3
2011-05,5.836529669,-68.141222336,2
2011-05,4.968581012,-70.659970968,1
2011-06,-3.530058784,-70.04513691,4
2011-06,5.803728154,-75.438473525,2
2011-06,6.627569378,-76.085977561,2
2011-06,6.365534125,-75.090597022,1
2011-06,6.032921994,-75.708003098,10
2011-06,5.604993248,-75.941283908,38
2011-06,6.121430303,-75.715949663,1
2011-06,7.86047815,-76.582362643,2
2011-06,8.611395262,-76.414783173,3
2011-06,6.163683758,-75.809955281,3
2011-06,6.443417935,-75.329240854,2
2011-06,6.358841086,-75.589735878,58
2011-06,5.727081285,-75.986891074,4
2011-06,6.185783612,-75.956492463,3
2011-06,6.054446841,-75.626426743,4
2011-06,7.036017478,-75.287661778,1
2011-06,7.757967437,-76.643746573,6
2011-06,6.754821442,-75.305906539,2
2011-06,7.867941792,-75.035018239,8
2011-06,6.814950023,-76.02689632,2
2011-06,7.631665644,-76.639642127,6
2011-06,6.550065431,-75.08254116,2
2011-06,5.840995666,-76.010652526,16
2011-06,6.057468678,-75.900146783,10
2011-06,6.351882893,-75.50075633,11
2011-06,6.992243782,-76.314263284,7
2011-06,5.978078841,-75.263536102,5
2011-06,6.124209495,-75.252122776,7
2011-06,6.594656004,-75.559130833,1
2011-06,6.154394922,-75.546867788,28
2011-06,5.887702934,-75.679262419,5
2011-06,6.691364773,-76.33199656,1
2011-06,6.663095863,-75.948046628,1
2011-06,6.379745895,-75.447957442,4
2011-06,6.861576325,-75.225913027,1
2011-06,6.266625703,-75.437308008,5
2011-06,5.797039002,-75.906692028,1
2011-06,6.179279438,-75.614203699,30
2011-06,7.341549718,-75.678422773,4
2011-06,5.574444339,-75.818425748,6
2011-06,5.769820536,-75.764882556,1
2011-06,5.992524843,-75.430869347,10
2011-06,6.137595883,-75.648954991,13
2011-06,5.746583958,-75.60220206,5
2011-06,6.534573585,-74.714108541,2
2011-06,6.18520515,-75.304879329,4
2011-06,6.257590259,-75.611031065,613
2011-06,7.329557848,-76.463065695,2
2011-06,8.493728551,-76.676995884,1
2011-06,6.611418083,-75.775670969,1
2011-06,5.80970186,-75.860766666,1
2011-06,6.481922267,-74.528742101,27
2011-06,6.126539139,-74.703177217,1
2011-06,5.954830151,-74.686191798,6
2011-06,6.150785807,-75.410760524,56
2011-06,6.138305183,-75.608805993,3
2011-06,5.970502334,-75.981372511,11
2011-06,6.193789659,-74.90732769,1
2011-06,8.37915695,-76.316642334,8
2011-06,6.31074453,-74.998586516,4
2011-06,6.466165211,-74.945073196,1
2011-06,5.878984956,-75.583303711,2
2011-06,6.535711576,-75.904266579,2
2011-06,6.675827825,-75.438143332,4
2011-06,7.26692339,-74.621639263,4
2011-06,5.826388779,-74.836376225,1
2011-06,6.520164552,-75.745809033,4
2011-06,5.871064557,-75.828711443,3
2011-06,6.058349971,-75.799660047,1
2011-06,8.173851745,-76.574037701,17
2011-06,5.673758571,-75.709799743,5
2011-06,6.913916924,-76.133185136,2
2011-06,6.33534134,-76.259064819,12
2011-06,7.265404213,-75.400945015,3
2011-06,5.956576355,-75.777224226,5
2011-06,6.9881309,-75.454399574,6
2011-06,6.925159318,-74.158240414,1
2011-06,7.474004006,-74.858483258,1
2011-06,6.796280825,-70.509211529,17
2011-06,6.906941714,-71.850707567,1
2011-06,6.390650479,-71.791786468,4
2011-06,10.793293019,-74.922194906,8
2011-06,10.98152051,-74.827715439,119
2011-06,10.897719907,-74.887087876,1
2011-06,10.823065032,-75.078419039,3
2011-06,10.635031161,-75.15402741,4
2011-06,10.848288642,-74.806175549,2
2011-06,10.694812078,-74.770150903,4
2011-06,10.767401414,-74.854148436,5
2011-06,11.004422597,-74.907405804,1
2011-06,10.507570513,-75.121880527,2
2011-06,10.798940151,-74.768796603,3
2011-06,10.622507773,-74.955105416,13
2011-06,10.755626561,-74.78726468,15
2011-06,10.906906595,-74.778424903,25
2011-06,10.164221225,-75.371217884,8
2011-06,10.155170977,-74.999959492,2
2011-06,10.463433617,-75.45889915,157
2011-06,9.699819876,-75.157935726,19
2011-06,10.034836723,-74.928110717,2
2011-06,9.053135895,-74.705393181,18
2011-06,9.967957823,-75.065719587,5
2011-06,7.507922612,-74.103569774,2
2011-06,9.142512064,-74.545199057,4
2011-06,7.772519173,-74.262728426,3
2011-06,9.269516705,-74.586952326,2
2011-06,10.353107564,-75.379715411,4
2011-06,10.252769289,-75.432702985,2
2011-06,5.622488024,-73.804245312,2
2011-06,5.890602515,-73.067094843,4
2011-06,5.01450831,-73.488123516,1
2011-06,5.953466654,-74.452858102,2
2011-06,5.892950301,-72.991727804,1
2011-06,5.646672053,-72.870956503,3
2011-06,5.518472615,-73.378018556,36
2011-06,5.665762424,-73.514948003,1
2011-06,5.616204006,-75.455447104,8
2011-06,5.20029922,-75.752890779,5
2011-06,5.265539969,-75.473926194,1
2011-06,4.99467728,-75.812259892,8
2011-06,4.974340569,-75.659546861,40
2011-06,5.285743777,-75.589787839,2
2011-06,5.410515691,-74.72114262,30
2011-06,5.08343301,-75.50727881,145
2011-06,5.23295391,-75.152634472,1
2011-06,5.183358589,-75.506929774,3
2011-06,5.050342543,-75.661762659,23
2011-06,5.500035035,-75.482450565,3
2011-06,5.442275418,-75.75220499,6
2011-06,5.097563816,-75.733351662,6
2011-06,5.370332425,-75.409621766,2
2011-06,5.45295802,-75.640357045,5
2011-06,4.940211591,-75.435440137,10
2011-06,5.047822054,-75.879297,1
2011-06,1.536174657,-75.909475036,1
2011-06,0.647693081,-74.272354991,5
2011-06,1.713734697,-75.268781092,6
2011-06,1.476630016,-75.202318246,1
2011-06,1.749138704,-75.558239064,33
2011-06,1.146692554,-75.386647638,5
2011-06,2.018940891,-75.073086267,6
2011-06,1.304702314,-76.110005942,2
2011-06,1.308465061,-74.197469706,1
2011-06,0.943939454,-75.646685441,1
2011-06,5.126121886,-72.548210167,2
2011-06,4.675769488,-72.212802727,1
2011-06,5.779915281,-70.86947037,3
2011-06,4.697463691,-72.629224357,2
2011-06,4.528307719,-72.82314281,1
2011-06,5.242744761,-72.25802857,12
2011-06,2.084732945,-77.208813302,3
2011-06,1.853951938,-76.963374538,1
2011-06,2.988923885,-76.621589509,1
2011-06,3.136753606,-76.209645692,6
2011-06,2.41326696,-77.690475305,1
2011-06,1.793825164,-77.180603812,1
2011-06,3.228235212,-76.216708274,8
2011-06,2.157983906,-77.046576199,7
2011-06,2.702420026,-76.537704551,4
2011-06,2.471704362,-76.591944191,53
2011-06,3.266724205,-76.41846353,7
2011-06,1.52002179,-76.538762806,2
2011-06,2.984467338,-76.498731453,12
2011-06,2.651291894,-76.350573563,4
2011-06,2.699475127,-77.491315765,1
2011-06,2.369625312,-76.710519323,3
2011-06,8.248735219,-73.6227405,8
2011-06,9.949215908,-73.223582441,1
2011-06,9.946391309,-73.866288153,4
2011-06,9.426648354,-73.547978944,4
2011-06,9.238771332,-73.488108612,3
2011-06,10.199953563,-73.912820636,1
2011-06,9.683474681,-73.738337782,1
2011-06,9.52099808,-73.322493379,2
2011-06,10.244405624,-73.078245692,1
2011-06,8.938916143,-73.572472125,1
2011-06,8.764116734,-73.632955464,1
2011-06,8.201070245,-73.487501265,2
2011-06,7.769815987,-73.472188879,4
2011-06,10.218902768,-73.457847638,33
2011-06,8.383938499,-77.265602561,1
2011-06,4.586818665,-77.000907374,1
2011-06,7.103338868,-77.679736621,3
2011-06,5.7543229,-76.65015147,20
2011-06,5.26610158,-76.331095472,1
2011-06,4.372744676,-74.671110509,2
2011-06,4.559962881,-74.525695298,1
2011-06,4.537711619,-74.591246563,1
