MES,CANTIDAD,LATITUD,LONGITUD
2012-03,11,10.164221225,-75.371217884
2012-04,11,10.164221225,-75.371217884
2012-05,15,10.164221225,-75.371217884
2012-06,11,10.164221225,-75.371217884
2012-07,10,10.164221225,-75.371217884
2012-08,12,10.164221225,-75.371217884
2012-09,19,10.164221225,-75.371217884
2012-10,25,10.164221225,-75.371217884
2012-11,8,10.164221225,-75.371217884
2012-12,2,10.164221225,-75.371217884
2013-01,19,10.164221225,-75.371217884
2013-02,28,10.164221225,-75.371217884
2013-03,17,10.164221225,-75.371217884
2013-04,20,10.164221225,-75.371217884
2013-05,24,10.164221225,-75.371217884
2013-06,23,10.164221225,-75.371217884
2013-07,31,10.164221225,-75.371217884
